text,rating
The phone itself I hope is good! The screen protector I hope is what's broke and not the screen itself. It came this way. Other than that so far still figuring it out but like it. Battery doesn't seem to last very long though (which was the problem withy older phone andis the reason I got this phone to start with).,4.0
"I was sceptical of buying a phone as accepted quality but honestly I'm glad I did. This company is amazing at what they do and my bf is happy with the phone and he's very picky, the batter life is great for a used phone, and the functionality is as though it's brand new he's gonna get used to the size again lol.",5.0
I’ve had this phone for a year and my children use it. Still going strong.,5.0
"Seller I Give 5 Stars For Promised Shipping & Packaging & Accepting The Phone Back Even A few days past the 90 Day Return Policy. The phone was in Very Good Cosmetic Condition. Also had a screen Protector on this phone. Also The Transfer off Ny iPhone 7 to The iPhone XR was Quick & Easy.I wanted to like the iphone RX But For Me I like the smaller iPhone feel For Better Handling for My small hands.Also, My phone usage is a few lengthy calls per day & google or FB Market Place Searching & once in a while I open My email.The iPhone had Several issues Right Out The Box:I had to connect the phone to charge at least 4 times each day.Charge did not last for even a lengthy Phone call.Also, The Speaker was muffled I had to keep the volume medium to low to avoid the blasting muffled sound of receiver speaker.I also many times would click over & over on a link or to edit or go to next page etc & often after several attempts just give up. Maybe the touch sensitivity or Screen Protector.But also weird was clicking sometimes & go silent in same text or search while I was typing.I like that I have the option to try a refurbished iPhone at reasonable price & if it doesn’t work out May return up to 90 days after receiving.I did find and purchase another smaller iPhone refurbished from another seller here on Amazon.I Appreciate Amazon & The Sellers For Their Customer Service & Products Available for Purchase.",4.0
I have purchased may phones from this seller and all have been of exceptional quality. Trusted seller.,5.0
We bought two of these for friends who used them for a year now with no problems.  Great experience.,5.0
"Exactly as described and pictured, no hassle transaction! Fast shipping, well packaged! Worked well never had any issues, do not use anymore but did for about 2 years and still have as a back up! Would buy again!",5.0
"Everything on the outside seems perfect despite some slight scuffs along the edges of the phone that a phone case easily covers and micro scratches on the screen that you don’t see unless the screens off and you hold it up at different angles.My main concern has to do with the battery Amazon had installed into the phone, as soon as I set my phone up, I got an alert claiming the batter may be in-authentic and in-turn, will affect my phones full capabilities.The only reason I’m being generous on my rating is because I think the issue has more to do with Amazon than the seller.Amazon is sending me a new phone and I’ll be updating my review as soon as I get the new one in the mail about 12-15 days .Update:The only good news  I have to report is that the phone arrived sooner than the 12-15 days they said it would take…The bad news is, the replacement I received was in worse condition than first…The second phone arrived to me and the first thing I noticed was the front speaker and filthy it was. There was so much dirt and crud caked into it, that it was stark white .. I could just tell by looking at it, that it was going to effect the sound quality which it definitely did (I even tried cleaning it but it was cemented in there). I started  to wonder if they even inspected the phone at all because they claim to clean their phone’s  thoroughly so if they didn’t even notice that, and then I went to turn the phone on, the battery was already completely dead which is already a bad sign because you’re expecting a “renewed” phone to have all new parts meaning it should have been almost fully charged … so if the replacement phones battery was completely drained, how would they have looked at it to even inspect it unless something was wrong with the battery that caused the phone to drain while it was shut off but then that circles back to the inspectors again and them not properly doing their job. if the battery was faulty, they should have caught it and fixed the issue before sending it out…once the phone got a charge, I did notice that  I wasn’t getting any alerts about the battery being in-authentic like the first phone did so I believe the 2nd phone still has all its original parts but then it shouldn’t be considered renewed…  the phone also took a really long time to charge and as I mentioned, the sound quality was horrid.I just hate this cat and mouse game of having to send phones back and forth and having to reset them and transfer all my date over and over again so I just decided to suck it up and keep the first iPhone I got and pray it works out because I’ve read stories of Apple locking users out of their phones if it’s believed their phones have in-authentic parts including batteries. I’ll try to remember to give anyone who wants to know, an update in a month or so.Update 02/26/23-Phone still works and I haven’t had any major issues expect the the battery life doesn’t hold a charge for long and the camera quality is horrid. I don’t think I’ll be getting an iPhone ever again. Android is way better in my opinion .",3.0
"Bought black one for me and so impressed I bought a yellow one for my wife.  A bit larger for easier reading.  Beautiful , value and  feels great in hand.  Do it!",5.0
I ordered this to replace my iPhone 8. The phone works fine but has a rough body with some scratches and chips. I decided to keep it but I'm disappointed that it is not in the excellent condition as described on the listing.,4.0
"Got this phone for my dad because he needed a new one. It worked well at first with some things that wouldn’t work occasionally but that’s to be expected with an older model iPhone.About 8 months in it started deteriorating pretty quickly starting with the storage. It got to the point that he couldn’t take any pictures because he doesn’t have enough available memory despite him clearing out nearly all of his texts (which is what was said to be taking up so much) and he has 9 apps that he downloaded. He’s supposed to have 64 gb yet every day it says he’s out.Now his phone is hardly usable. Siri and any voice operations work about 30% of the time. The phone often won’t wring when he receives a call and when he’s trying to do stuff on it, it’s unresponsive a lot and occasionally bugs out and freezes. It’s now at the point where we have to get him a new phone… one year later",3.0
"Basically like a brand new phone. Mine came without any scratches, dents, or anything like that. Battery is amazing, totally worth the money, and zero lag. I’ve dropped it plenty of times and its fine :).",5.0
"Packaging could've been better but nonetheless I got what I paid for. Just needed a secondary phone for work and school related things and this phone was the perfect choice, very affordable too!",5.0
"Works Great, Would purchase again",4.0
"Works perfect , came quick!! I will be buying again",5.0
"Iffy about odering a phone online , but im so satified with my order how fast the deliever was and how perfect the phone is . Will be reccomending family and friends , next purchased is my daughters ipad mini thank you for a good experience",5.0
"I’ve had this phone for almost 2 years now and it has been very good for its price. The battery health was at 84 I believe when i bought it and is now 81. The phone only had a super small dent on the circular part of the camera, and was only noticeable if you really examined the phone. The phone looked perfect besides that. The phone does overheat easily now sadly and freeze somewhat frequently, but during the first year it was honestly not happening. The phone gets worse the longer you have it obviously but I guess you can’t expect a renewed phone to last for a long time and I don’t regret buying this :)",4.0
"This is my first phone purchase in almost a decade. I am going from an iPhone 5s to an iPhone XR.I asked someone for advice for where to purchase my next iPhone. I have a lack of trust when it comes to purchasing phones on the internet after hearing about so many stories of people being scammed. I was told by a couple of people that amazon has registered users so I gave it a try.So far I am happy with my purchase. The iPhone is in like new condition with no major scratches. However, there are two little scratch indentations on the front screen. They are hardly noticeable because they are to the side of the front just off the LCD screen and screen protector and do not interfere with the use of the phone.When it comes to the actual phone itself, the big screen, sound quality, and fast processor are something to smile about. Apple outdid themselves with this phone. The only thing that will take some getting use to is the big slim design. I find it hard to reach some parts of the screen while holding the phone in one hand. I think there is an adjustment period. The phone was incredibly easy to set-up. I just had to back my old iPhone up to iTunes and then restore that backup on the XR.I do not like how there is no headphone jack and that the phone only has 64g storage but this can be overlooked. (I know that I also have the option of purchasing a different model that has better storage and a headphone jack I just thought it is worth mentioning for anyone considering to buy this item.)Pros-Great price. Fast shipping time. Sold from someone trustworthy. Honest listing and as described. Came with screen protector and SIM removal tool. The phone indicates that the battery life is at 95%.As a phone, great quality overall. The LCD screen is big and bright. The sound is fantastic. The processor is super fast (I think one of the fastest processors you can purchase in a smartphone).Cons-The phone came with a knockoff charger not an OEM (original) Apple charger or headphones. Yes, using an Apple charger versus using a knock off makes a difference, look into it if you do not believe me. Fortunately I have my old Apple chargers. The screen has a couple miner indented scratches. My finger covers the mic at the bottom of the phone sometimes when I record videos. The audio gets blocked or becomes scratchy.I made this review as detailed as possible because I greatly benefited from other reviews made by other people that purchased this phone.One major takeaway from all of the comments on this listing is to be careful that you may or may not get a phone that has some sort of issue. I think this comes with the territory when it comes to purchasing a renewed phone. When you are spending a lot of money on a phone you expect quality and consistency. For a couple of hundred dollars more I could have bought straight from Apple, but I am happy I got to save that money.",4.0
"This product works very well and I am happy with it thus far. I'd much rather buy a used phone than pay a ridiculous prices for a newer iPhone. I bought another user iPhone through Amazon and they both work well. If you can get past the fact that someone has used it before, it's worth considering.",4.0
"The fact that it’s unlocked means it works with a variety of carriers, which is a big plus. However, I’ve noticed that the phone can be a little slow at times. While it handles basic tasks like texting and calling with no issues, I’ve experienced some lag when switching between apps or when multitasking. It’s not terrible, but it can be a little annoying, especially if you’re used to newer models. The battery life is decent, though I found myself charging it more frequently than expected.",3.0
I love everything about my iPhone XR. I was a little skeptical of purchasing from Amazon but it worked out in my favor.,5.0
Just as describedf..fast shipping,5.0
The phone is perfect!!! Perfect condition. Smooth as butta!! Perfect for my holidays lol. For sure!!! Thank you and have a happy holidays!!!!,5.0
Just like a brand new phone,5.0
"I’ve been an Android user since the beginning but finally decided to switch to Apple based on recent and upcoming Google changes.Very happy with this iPhone XR! I chose this model because it was new enough while not being too heavy an investment.  I was using a MotoZ and this XR is equal in size and efficiency. I also used a Samsung Note10 and this is a bit smaller.  The size fits nicely into my small purse and pockets. I chose the 256GB because I know having a faster phone with more storage matters. Nothing worse than a sluggish device.The face recognition works great and is much handier than using my fingerprint. I haven’t had any issues logging in regardless of how my hair is styled and whether I’m wearing glasses or not.I love the color! It’s more of an orange than red. The camera is faaar better than any of my previous phones, except for the Sony I once owned.This model came with the power cord, power plug, and ear pods making it ready to go straight out of the box. Just needed to give it a good charge before using.Buying refurbished devises has been something I’ve had only success with. I’m always careful and do my research on the seller before buying. Plus I invest in the extended warranty through Amazon plus in this case I chose Apple Care. Money is always a huge issue for me but in this case I won’t buy without the added protection. Phones are too essential not to.Learning the Apple layout and differences has been new but not a struggle. I find the biggest issue is the power button is on the opposite side of the device. For things I haven’t known how to do I’ve used Apple.com and searched Google.It’s impossible to get away from Google completely but at least I know my info is safe now.I would totally recommend this seller and product to friends and family!",5.0
"This seller had wonderful reviews and that is the ONLY reason I bought my phone from them. Unfortunately, the phone had a glitch with the on/off button and after several talks with Amzazon techs it was best to return the phone.  Things happen with shipping sometimes, who knows, I had to send it back and had no problems with the return request.  Ordered a replacement today from them again and I know it will be in great condition.  Loved the phone, just had a glitch that probably happened during transit.  The phone was in FAB condition and I know my new one will be great as well.  Will update upon receipt of the new XR phone..can't wait till Tuesday:)",5.0
I bought a few weeks ago. The phone did not have any problem is completely new with no issues.,5.0
Working great no issues,5.0
Overall great buy for a kid! Keyboard has a few glitches but he didn’t complain too much.,4.0
"i loved that it already came ready to set up  and it’s a nice phone to have ,",5.0
It’s been months phone work’s flawlessly,5.0
Perfect conditions,5.0
"There are a couple of chips in the paint, as seen in the pictures. Doesn't really bother me because the phone serves it's purpose just fine. The only issue is that the phone gets decently warm after a few moments of use. It cools down quickly but also warms up quickly.",4.0
Purchased for my 12 yo son. He loves it. Has worked perfectly.,5.0
"But it was in excellent condition,unlocked and renewed, good price for my son who isn't that carful with phones",4.0
Good work,5.0
"I know. 8 is young for a phone. Circumstances vary.  So to any other widowed dads who need their child to have a phone within your guidance-  you can use Wi-Fi only, iCloud address for text and FaceTime without a SIM card. Good for emergencies. You can manage and approve apps etc and keep separate iCloud account for privacy. WorksGreat for videos, games and Emira and IXL reading and math programs. You as a parent can control frequency, screen time, content etc. I expect this phone to last 3 years minimum. Works great. I get a pop up toReview and approve any app. I can set session duration or total minutes screen time with parentalControls. I opted for more memory and sharing my iCloud allocation to off board photos and videos so it works well with games.  Apple still supports and you can search online for which products phase out Apple support and when.  This was not inexpensive but a good value for my requirements. And the little guy learns responsibility and conversations about safety online.",5.0
"Brought dis back in Jan. and I still haven’t switched everything over from my 7plus yet lmao. I changed my mind to go ahead and get an iPhone without a home button. I’ve gotten real adjusted to everything and fell in love. Tha special updates etc dat comes with it and that’s on it makes my day forreal. I do plan to upgrade again to prolly like a 13 or 14. I want one even bigger. Ik ts EXPANSIVE🤣but Lord’s willing, I can find one that’s brand spanking new , hella storage space, and fits my budget.  :)",5.0
"I was a bit nervous getting renewed but I'm on a budget and I had to buy this plus the Apple Watch 6 for health tracking purposes. There is absolutely no scuffs, dings, or scratches. The only way you can tell it is renewed was battery life was about 89% Which isn't horrible. It still lasts me the day and as this isn't brand new, I'm not dinging a star for that. (Plus I believe that is better than advertised)This along with the watch were my first ever Apple products. I previously had a Moto Stylus and a Samsung Galaxy Active 2 Watch. I wanted a watch that would alert me when I had an Afib episode, which the samsung didn't. A lot of afib patients suggest Apple watch for this, which meant I needed an Apple phone.The battery, even new, I don't think would have outperformed my Moto but that's a thing Moto is kinda known for is their big batteries. But as mentioned before, it lasts me all day.I LOVE the blue color. I bought a rugged clear case from local store so that I could protect it while still being able to see the pretty color.Had zero problems putting Mint Mobile on it, so unlocked as promised. Never used an esim before so that was really neat.The apps are amazing and far more varied than Android. That night time wind down is no joke, but I like it. It really is great at making sure I don't pick up my phone and just mess around after bed time and I like that it gives me a little warning so I can go read or do something to wind down for bed.Display is clear and nice.Performance is snappy. A little sad there's not a headphone jack but that's pretty typical these days. Just nice to have something for when your earbuds run out of juice. But it synced upOverall, I know this phone is a bit older in 2022 but I honestly feel like it's almost better than some of the flagship Android phones that are new at a lower price. Overall, I'm really happy. It's really helped become a health tracker as much as a phone. I'm getting why people like Apple now and will probably buy more apple products in the future.",5.0
"I need a phone fast, and this store is the great choice. The phone also in a good condition, and the battery is good too",5.0
Ran pretty slow and wasn’t great,3.0
"Shipping took a while, and battery health was at 82% so not exactly ""renewed"". I'm going to keep it because I don't want to go thru the hassle of a return and re-ordering something else. But I would not buy from this vendor.",3.0
I bought refurbished premium and still had noticeable scuffs but other than that it’s good would recommend!,4.0
I like that when my niece looses her YouTube video watching device another can be procured and this one lets her ignore my calls and texts.,4.0
"I purchased the unlocked iPhone XR 64GB unlocked renewed premium. I was pleasantly surprised when it arrived. The outside of the phone is flawless, it looks brand new. The battery is 96% of original capacity and it operates without issue. Only problem was a shipping delay, but the seller promptly refunded the extra I paid for expedited shipping. Overall a great experience and great seller. I highly recommend.",5.0
"I really like this iPhone, not too big and not too small. Everything looks great and I sent back the IPhone 12 Pro. I didn’t even need to open the box it came in. UPS picked it up at my front door the next day. Also the iPhone  XR has a 92 % battery, not bad.",4.0
A little dirty where the mute switch is but the rest of the phone was perfect,4.0
"Used as a business phone, good camera, good price for money, battery life healthy, fast charging",5.0
The media could not be loaded.So far the product seems to be good but we won’t fully know until Christmas as this is a giftThat is the iPhone XR,5.0
"My husband has been using an iPhone 6 for years. He’s not one to really care about the new phones or anything, but the storage and battery life of his old phone was horrible. He’s been talking about getting a new one, so I purchased this one. He’s in love with it! The battery is so much better. Camera quality is perfect. He says sometimes it doesn’t recognize his face but that’s it. The phone you can tell was used. The screen protector has a scratch but easily replaced and fixed. The back camera lining has some scratches but other than that it looks brand new. Looks and works perfect. For the price I’m happy, and he is too. The speed is much better and he enjoys having a larger screen to play his games on lol. Thank you!",5.0
The media could not be loaded.Very much impressed with the phone. It’s very clean and looking like a new phone. It’s unlocked and able to use it right away with a SIM card.I requested the seller for the IMEI number when the phone was on the way. I got a quick response back with the info. I was able to verify the carrier compatibility even before the phone was arrived.,5.0
"I purchased this phone with the intent of having it for a very short period of time.  My plan was to use it as a trade-in since my previous phone was too old to qualify (iPhone 6 Plus).  I purchased the phone for around $250 and got an $800 trade-in value on an iPhone 14 Pro Max, when switching from one carrier to another.  I'd been with the previous carrier for 20 some years but it was time for a change.The only thing that kept me from giving this 5 stars, is that it had non-Apple parts on it that the new carrier was somehow able to identify, maybe battery, maybe screen?  Perhaps there is some history somewhere of previous iPhone repairs.  Anyway, the replacement parts were determined to be acceptable and the $800 credit was given.  I ended up using the phone for a couple of weeks while waiting for my new phone to come in.  The phone functioned to my satisfaction.I didn't rate the face recognition because after two attempts, I did not get it to work.  My wife said I wasn't doing it right and that may be the case.  I was trying to follow the camera with my eyes when moving the phone around in the circle.  The app completed, be then said I was unable to use face recognition.  The front camera did work, so again, perhaps the failure was unrelated to the phone.For anyone who wants to try to save a few hundred dollars on trading in a phone, this may be the way to go.  As I found out though, there could potentially be some risk depending on the parts used for any repairs made.",4.0
This phone was basically brand new in my eyes! If it was pre owned I couldn’t tell. Not a single scuff. The coral color is absolutely amazing! Battery health was 78% but it still lasts me the entire day and into the next. I recommend.,5.0
I bought an coral xr and it came js new except it had js two ink marks on it but other than that it’s working perfectly I’ve had it for two days the camera quality is good and the phone is new looking and the phone condition is good and the durability is great. If ur thinking abt buying one buy it 😊,5.0
"Nice phone for a good price, works like new",4.0
Bueno,4.0
"this phone works great for it for my brother, however the back camera shakes weirdly, it’s fine tho really great phone",4.0
I got it for a present and it works great!,4.0
The phone works great freeze resistant love the touch screen battery life is good call quality is great durable,5.0
Received the package very fast. Love it.,5.0
Great phone until my dad smashed it to pieces lmfao.😒🙄 anyway you should get it! No bugs or issues at all!,5.0
